"","Item","Loading","Coef"
"659","Chile_relleno","PC23",0.111862870433075
"660","Nopal","PC23",-0.0140368313350619
"661","Lobster","PC23",0.0196524549892341
"662","Egg","PC23",0.0690876325586968
"663","Mushroom","PC23",0.0317162837358809
"664","Bacon","PC23",-0.0322674707074712
"665","Avocado","PC23",0.11117561219898
"666","Corn","PC23",0.427833689339128
"667","Zucchini","PC23",0.00402776660633818
"668","Beef","PC24",0.0314102467447809
"669","Pico","PC24",0.051548107071179
"670","Cheese","PC24",0.278416613946455
"671","Fries","PC24",-0.469154927710532
"672","Sour_cream","PC24",-0.0916172388253651
"673","Pork","PC24",-0.158328844763757
"674","Chicken","PC24",0.0355387193781732
"675","Shrimp","PC24",0.162882423191418
"676","Fish","PC24",-0.115087698886228
"677","Tomato","PC24",-0.00710687798232959
"678","Bell_pepper","PC24",-0.431055982862944
"679","Carrots","PC24",0.122758972883903
"680","Cabbage","PC24",-0.181405289020866
"681","Sauce","PC24",-0.078045745258845
"682","Salsa","PC24",-0.11349602214448
"683","Cilantro","PC24",0.0733345275921509
"684","Onion","PC24",-0.0305321676155288
"685","Taquito","PC24",0.0184650534601518
"686","Pineapple","PC24",0.0398634933192466
"687","Ham","PC24",-0.239545951659073
"688","Chile_relleno","PC24",-0.128778380678298
"689","Nopal","PC24",-0.103059257565615
"690","Lobster","PC24",0.0594225867819291
"691","Egg","PC24",0.144198816486997
"692","Mushroom","PC24",0.0615207715220701
"693","Bacon","PC24",-0.00205930370906647
"694","Avocado","PC24",-0.303004951807444
"695","Corn","PC24",0.310877708000946
"696","Zucchini","PC24",0.24904944041485
"697","Beef","PC25",0.104682458716979
"698","Pico","PC25",0.327822950690123
"699","Cheese","PC25",0.19550015285614
"700","Fries","PC25",0.250566236673119
"701","Sour_cream","PC25",-0.00815912657345269
"702","Pork","PC25",-0.254124080108801
"703","Chicken","PC25",0.166331898565259
"704","Shrimp","PC25",0.17468146703273
"705","Fish","PC25",-0.0308318490814709
"706","Tomato","PC25",0.0900270592356761
"707","Bell_pepper","PC25",0.0617109271485905
"708","Carrots","PC25",0.167214049321082
"709","Cabbage","PC25",0.18594169848463
"710","Sauce","PC25",0.0551482535756216
"711","Salsa","PC25",0.173519877751399
"712","Cilantro","PC25",0.309949255001852
"713","Onion","PC25",0.262991786806354
"714","Taquito","PC25",0.108897358056745
"715","Pineapple","PC25",0.224679870349985
"716","Ham","PC25",0.145757993346793
"717","Chile_relleno","PC25",0.306761751763463
"718","Nopal","PC25",0.122317798812484
"719","Lobster","PC25",0.0765180259516477
"720","Egg","PC25",0.194038494263216
"721","Mushroom","PC25",0.197784891101866
"722","Bacon","PC25",-0.114129281050886
"723","Avocado","PC25",0.133499648369329
"724","Corn","PC25",0.278945613894083
"725","Zucchini","PC25",-0.00543568972317181
"726","Beef","PC26",-0.00786566055540898
"727","Pico","PC26",-0.150674526382917
"728","Cheese","PC26",0.0782211702330418
"729","Fries","PC26",0.0120510196815389
"730","Sour_cream","PC26",-0.0718863553204337
"731","Pork","PC26",0.304030023212618
"732","Chicken","PC26",0.0686123185500289
"733","Shrimp","PC26",0.0472945348602691
"734","Fish","PC26",0.0438611833197539
"735","Tomato","PC26",-0.00542597363922089
"736","Bell_pepper","PC26",-0.081386654957209
"737","Carrots","PC26",-0.0657929958835096
"738","Cabbage","PC26",0.04925686074119
"739","Sauce","PC26",0.0483940066080555
"740","Salsa","PC26",0.0102766225766065
"741","Cilantro","PC26",-0.228306343478586
"742","Onion","PC26",0.00377618441525222
"743","Taquito","PC26",-0.00266615746299551
"744","Pineapple","PC26",0.013546859412082
"745","Ham","PC26",-0.230672943689587
"746","Chile_relleno","PC26",-0.0432000203080854
"747","Nopal","PC26",-0.00143582573529728
"748","Lobster","PC26",-0.0295190576956905
"749","Egg","PC26",0.314393926785807
"750","Mushroom","PC26",0.55898764372068
"751","Bacon","PC26",-0.427680463055872
"752","Avocado","PC26",-0.0015242625426256
"753","Corn","PC26",-0.045699283896601
"754","Zucchini","PC26",-0.379546078271914
"755","Beef","PC27",-0.244002686104885
"756","Pico","PC27",-0.0546405309666142
"757","Cheese","PC27",0.0155317469688967
"758","Fries","PC27",0.0863945926019941
"759","Sour_cream","PC27",-0.0264885271713609
"760","Pork","PC27",-0.183812436112071
"761","Chicken","PC27",0.00788774088131387
"762","Shrimp","PC27",0.175751519285781
"763","Fish","PC27",0.427014054609471
"764","Tomato","PC27",-0.324241822184084
"765","Bell_pepper","PC27",-0.0580909670698821
"766","Carrots","PC27",0.0172457756737497
"767","Cabbage","PC27",-0.444145051054193
"768","Sauce","PC27",-0.241302169613301
"769","Salsa","PC27",-0.0202483152283693
"770","Cilantro","PC27",-0.192404999720321
"771","Onion","PC27",0.258198746919302
"772","Taquito","PC27",-0.0423016251561125
"773","Pineapple","PC27",0.0347174669856158
"774","Ham","PC27",0.010883591128302
"775","Chile_relleno","PC27",0.104845042166427
"776","Nopal","PC27",0.0183435098077204
"777","Lobster","PC27",0.397554115032199
"778","Egg","PC27",-0.0745185673283532
"779","Mushroom","PC27",0.0561903844539534
"780","Bacon","PC27",0.00230270203656825
"781","Avocado","PC27",0.171007784661682
"782","Corn","PC27",-0.0533960550885194
"783","Zucchini","PC27",-0.0172306784635683
"784","Beef","PC28",0.560586243259562
"785","Pico","PC28",0.0466941195626244
"786","Cheese","PC28",-0.104595103711471
"787","Fries","PC28",-0.0125252330789931
"788","Sour_cream","PC28",0.0388296193785924
"789","Pork","PC28",0.447911834432872
"790","Chicken","PC28",0.428550606981643
"791","Shrimp","PC28",0.0613659253654422
"792","Fish","PC28",0.275415209790183
"793","Tomato","PC28",0.0344640779392217
"794","Bell_pepper","PC28",-0.1319519322644
"795","Carrots","PC28",-0.0200636030038664
"796","Cabbage","PC28",-0.00511367194368635
"797","Sauce","PC28",0.040969564154368
"798","Salsa","PC28",0.0245135782495536
"799","Cilantro","PC28",-0.200768093828514
"800","Onion","PC28",0.153524255017391
"801","Taquito","PC28",0.0384090496400851
"802","Pineapple","PC28",-0.0129175826706633
"803","Ham","PC28",0.0929267124532532
"804","Chile_relleno","PC28",0.0621929780625131
"805","Nopal","PC28",0.00158803621115612
"806","Lobster","PC28",0.104955255231773
"807","Egg","PC28",0.0547117337072688
"808","Mushroom","PC28",-0.0784209005361889
"809","Bacon","PC28",0.172348475982397
"810","Avocado","PC28",-0.0406019145635299
"811","Corn","PC28",0.0145393883714279
"812","Zucchini","PC28",0.236648653074164
"813","Beef","PC29",-0.134247623751738
"814","Pico","PC29",-0.0242320067543248
"815","Cheese","PC29",-0.0527817627947472
"816","Fries","PC29",0.028142069265729
"817","Sour_cream","PC29",0.0467567389531827
"818","Pork","PC29",-0.0992428224971807
"819","Chicken","PC29",-0.0822814426548316
"820","Shrimp","PC29",-0.0182614689456227
"821","Fish","PC29",-0.327771928835745
"822","Tomato","PC29",0.062449548624499
"823","Bell_pepper","PC29",-0.236644378846469
"824","Carrots","PC29",-0.00237916681701432
"825","Cabbage","PC29",0.2478853181
"826","Sauce","PC29",-0.00466779248221539
"827","Salsa","PC29",0.000894008430748736
"828","Cilantro","PC29",-0.537258424292269
"829","Onion","PC29",0.60863661525903
"830","Taquito","PC29",-0.0043298765514191
"831","Pineapple","PC29",-0.0216516456896057
"832","Ham","PC29",0.0469589470775987
"833","Chile_relleno","PC29",-0.0140192603963616
"834","Nopal","PC29",0.00454636900319219
"835","Lobster","PC29",-0.160402865400989
"836","Egg","PC29",-0.142879833137318
"837","Mushroom","PC29",0.029535349529303
"838","Bacon","PC29",0.105253748282188
"839","Avocado","PC29",0.0234755744474891
"840","Corn","PC29",0.0809951837544747
"841","Zucchini","PC29",0.0515979538174672
